x,y,z,t
4567462.858955518,3161024.1123594083,3124268.9664824656,45.5
4567447.566359973,3161038.023161376,3124277.1932107834,45.6
4567432.273713478,3161051.9338869983,3124285.419932273,45.7
4567416.981016038,3161065.8445362765,3124293.646646934,45.800000000000004
4567401.688267651,3161079.7551092096,3124301.8733547656,45.900000000000006
4567386.395468316,3161093.665605795,3124310.1000557677,46.0
4567371.102618036,3161107.5760260373,3124318.3267499413,46.1
4567355.8097168105,3161121.486369932,3124326.5534372856,46.2
4567340.51676464,3161135.396637482,3124334.780117801,46.300000000000004
4567325.223761524,3161149.306828684,3124343.0067914864,46.400000000000006
4567309.930707464,3161163.2169435406,3124351.2334583434,46.5
4567294.63760246,3161177.12698205,3124359.4601183715,46.6
4567279.344446511,3161191.0369442124,3124367.6867715693,46.7
4567264.05123962,3161204.9468300273,3124375.913417939,46.800000000000004
4567248.7579817865,3161218.856639495,3124384.140057479,46.900000000000006
4567233.46467301,3161232.7663726155,3124392.36669019,47.0
4567218.1713132905,3161246.676029388,3124400.5933160717,47.1
4567202.87790263,3161260.5856098123,3124408.819935124,47.2
4567187.584441028,3161274.4951138874,3124417.046547347,47.300000000000004
4567172.290928485,3161288.4045416145,3124425.27315274,47.400000000000006
4567156.997365001,3161302.3138929927,3124433.499751305,47.5
4567141.703750578,3161316.2231680234,3124441.72634304,47.6
4567126.410085214,3161330.1323667034,3124449.952927946,47.7
4567111.11636891,3161344.0414890335,3124458.179506022,47.800000000000004
4567095.822601669,3161357.950535015,3124466.4060772685,47.900000000000006
4567080.528783487,3161371.859504646,3124474.632641686,48.0
4567065.234914369,3161385.7683979277,3124482.859199274,48.1
4567049.940994311,3161399.677214859,3124491.0857500327,48.2
4567034.6470233165,3161413.585955439,3124499.312293962,48.300000000000004
4567019.353001385,3161427.4946196694,3124507.538831061,48.400000000000006
4567004.058928517,3161441.4032075484,3124515.765361332,48.5
4566988.7648047125,3161455.3117190762,3124523.9918847727,48.6
4566973.470629972,3161469.220154253,3124532.218401383,48.7
4566958.176404295,3161483.128513077,3124540.444911164,48.800000000000004
4566942.882127683,3161497.03679555,3124548.671414116,48.900000000000006
4566927.587800137,3161510.9450016706,3124556.8979102382,49.0
4566912.293421657,3161524.8531314395,3124565.1243995307,49.1
4566896.998992241,3161538.7611848563,3124573.350881994,49.2
4566881.704511893,3161552.6691619195,3124581.5773576265,49.300000000000004
4566866.409980612,3161566.5770626306,3124589.803826431,49.400000000000006
4566851.115398398,3161580.4848869885,3124598.030288405,49.5
4566835.820765249,3161594.392634993,3124606.2567435484,49.6
4566820.52608117,3161608.300306643,3124614.483191863,49.7
4566805.231346158,3161622.2079019393,3124622.7096333476,49.800000000000004
4566789.936560217,3161636.115420883,3124630.9360680026,49.900000000000006
4566774.641723344,3161650.022863472,3124639.162495828,50.0
4566759.346835541,3161663.930229706,3124647.3889168226,50.1
4566744.051896807,3161677.837519586,3124655.615330988,50.2
4566728.756907143,3161691.7447331105,3124663.841738324,50.300000000000004
4566713.461866549,3161705.6518702805,3124672.0681388294,50.400000000000006
4566698.166775026,3161719.5589310946,3124680.2945325053,50.5
4566682.871632577,3161733.4659155547,3124688.520919352,50.6
4566667.576439197,3161747.372823658,3124696.7472993676,50.7
4566652.28119489,3161761.2796554053,3124704.9736725544,50.800000000000004
4566636.985899656,3161775.1864107964,3124713.2000389104,50.900000000000006
4566621.690553494,3161789.0930898315,3124721.426398436,51.0
4566606.395156407,3161802.9996925094,3124729.6527511333,51.1
4566591.099708391,3161816.906218831,3124737.879096999,51.2
4566575.804209451,3161830.812668795,3124746.105436035,51.300000000000004
4566560.508659585,3161844.719042402,3124754.331768241,51.400000000000006
4566545.213058794,3161858.6253396524,3124762.5580936177,51.5
4566529.917407079,3161872.5315605444,3124770.784412163,51.6
4566514.621704438,3161886.437705079,3124779.010723879,51.7
4566499.325950874,3161900.343773255,3124787.237028765,51.800000000000004
4566484.030146386,3161914.249765073,3124795.4633268206,51.900000000000006
4566468.734290974,3161928.1556805316,3124803.6896180464,52.0
4566453.43838464,3161942.0615196317,3124811.915902441,52.1
4566438.142427384,3161955.9672823735,3124820.1421800065,52.2
4566422.846419205,3161969.872968755,3124828.3684507417,52.300000000000004
4566407.550360105,3161983.7785787783,3124836.594714646,52.400000000000006
4566392.254250084,3161997.684112442,3124844.820971721,52.5
4566376.958089141,3162011.589569745,3124853.047221965,52.6
4566361.661877278,3162025.4949506884,3124861.2734653787,52.7
4566346.365614495,3162039.4002552712,3124869.4997019623,52.800000000000004
4566331.069300792,3162053.305483493,3124877.7259317157,52.900000000000006
4566315.77293617,3162067.2106353547,3124885.9521546382,53.0
4566300.476520629,3162081.1157108555,3124894.178370731,53.1
4566285.18005417,3162095.020709996,3124902.4045799943,53.2
4566269.883536791,3162108.925632774,3124910.630782425,53.300000000000004
4566254.5869684955,3162122.8304791907,3124918.8569780267,53.400000000000006
4566239.290349281,3162136.735249245,3124927.083166798,53.5
4566223.993679153,3162150.639942939,3124935.3093487383,53.6
4566208.696958106,3162164.544560269,3124943.5355238486,53.7
4566193.400186142,3162178.4491012366,3124951.7616921286,53.800000000000004
4566178.103363263,3162192.3535658424,3124959.9878535774,53.900000000000006
4566162.806489469,3162206.2579540843,3124968.2140081963,54.0
4566147.509564759,3162220.1622659643,3124976.4401559834,54.1
4566132.212589134,3162234.0665014796,3124984.666296941,54.2
4566116.915562594,3162247.9706606315,3124992.8924310682,54.300000000000004
4566101.618485143,3162261.8747434216,3125001.1185583645,54.400000000000006
4566086.321356775,3162275.7787498455,3125009.3446788304,54.5
4566071.024177496,3162289.682679907,3125017.570792466,54.6
4566055.726947305,3162303.586533603,3125025.79689927,54.7
4566040.4296662,3162317.490310935,3125034.022999244,54.800000000000004
4566025.132334183,3162331.394011901,3125042.2490923875,54.900000000000006
4566009.834951255,3162345.2976365024,3125050.475178699,55.0
4565994.537517415,3162359.2011847394,3125058.701258181,55.1
4565979.2400326645,3162373.1046566097,3125066.9273308325,55.2
4565963.942497004,3162387.0080521153,3125075.1533966525,55.300000000000004
4565948.6449104315,3162400.911371253,3125083.379455642,55.400000000000006
4565933.347272951,3162414.814614027,3125091.6055078004,55.5
4565918.049584561,3162428.717780433,3125099.831553128,55.6
4565902.751845261,3162442.6208704733,3125108.0575916255,55.7
4565887.454055054,3162456.523884147,3125116.283623292,55.800000000000004
4565872.156213939,3162470.4268214526,3125124.509648127,55.900000000000006
4565856.858321915,3162484.3296823916,3125132.7356661316,56.0
4565841.560378985,3162498.2324669636,3125140.961677305,56.1
4565826.262385145,3162512.1351751667,3125149.1876816475,56.2
4565810.964340402,3162526.037807003,3125157.413679159,56.300000000000004
4565795.66624475,3162539.9403624707,3125165.6396698393,56.400000000000006
4565780.368098194,3162553.8428415703,3125173.8656536895,56.5
4565765.069900731,3162567.7452443005,3125182.0916307084,56.6
4565749.771652364,3162581.6475706627,3125190.3176008957,56.7
4565734.473353093,3162595.5498206564,3125198.5435642526,56.800000000000004
4565719.175002917,3162609.4519942803,3125206.7695207787,56.900000000000006
4565703.876601837,3162623.3540915353,3125214.9954704726,57.0
4565688.578149852,3162637.2561124195,3125223.2214133367,57.1
4565673.279646966,3162651.158056935,3125231.447349369,57.2
4565657.981093176,3162665.0599250793,3125239.67327857,57.300000000000004
4565642.682488483,3162678.961716854,3125247.89920094,57.400000000000006
4565627.38383289,3162692.863432258,3125256.1251164796,57.5
4565612.085126394,3162706.7650712915,3125264.3510251874,57.6
4565596.786368998,3162720.666633954,3125272.576927064,57.7
4565581.487560701,3162734.568120246,3125280.80282211,57.800000000000004
4565566.188701502,3162748.4695301657,3125289.028710324,57.900000000000006
4565550.889791404,3162762.370863714,3125297.2545917067,58.0
4565535.590830406,3162776.2721208897,3125305.480466258,58.1
4565520.29181851,3162790.173301695,3125313.7063339786,58.2
4565504.992755713,3162804.074406127,3125321.932194868,58.300000000000004
4565489.693642018,3162817.9754341864,3125330.158048925,58.400000000000006
4565474.394477426,3162831.876385873,3125338.3838961516,58.5
4565459.095261936,3162845.777261188,3125346.6097365473,58.6
4565443.795995549,3162859.6780601293,3125354.8355701105,58.7
4565428.496678264,3162873.5787826967,3125363.061396843,58.800000000000004
4565413.197310083,3162887.4794288906,3125371.2872167444,58.900000000000006
4565397.8978910055,3162901.379998711,3125379.5130298133,59.0
4565382.598421033,3162915.280492158,3125387.738836052,59.1
4565367.298900164,3162929.1809092294,3125395.9646354583,59.2
4565351.9993284,3162943.081249928,3125404.1904280325,59.300000000000004
4565336.699705741,3162956.9815142504,3125412.4162137774,59.400000000000006
4565321.40003219,3162970.881702199,3125420.6419926896,59.5
4565306.100307743,3162984.781813773,3125428.8677647696,59.6
4565290.8005324025,3162998.6818489707,3125437.093530019,59.7
4565275.500706171,3163012.581807793,3125445.3192884363,59.800000000000004
4565260.200829044,3163026.4816902396,3125453.5450400217,59.900000000000006
4565244.900901026,3163040.381496311,3125461.770784776,60.0
4565229.600922116,3163054.281226005,3125469.996522698,60.1
4565214.300892316,3163068.180879324,3125478.2222537897,60.2
4565199.0008116225,3163082.0804562652,3125486.447978049,60.300000000000004
4565183.700680038,3163095.97995683,3125494.673695476,60.400000000000006
4565168.400497564,3163109.879381018,3125502.899406072,60.5
4565153.100264201,3163123.7787288283,3125511.125109837,60.6
4565137.7999799475,3163137.6780002615,3125519.3508067685,60.7
4565122.499644805,3163151.5771953175,3125527.5764968693,60.800000000000004
4565107.199258773,3163165.4763139947,3125535.802180139,60.900000000000006
4565091.898821852,3163179.3753562937,3125544.0278565753,61.0
4565076.598334045,3163193.2743222155,3125552.2535261805,61.1
4565061.297795349,3163207.173211758,3125560.4791889545,61.2
4565045.997205766,3163221.0720249214,3125568.7048448958,61.300000000000004
4565030.696565296,3163234.970761706,3125576.930494006,61.400000000000006
4565015.395873939,3163248.8694221117,3125585.156136284,61.5
4565000.095131696,3163262.7680061376,3125593.3817717293,61.6
4564984.794338567,3163276.6665137843,3125601.6074003433,61.7
4564969.493494554,3163290.564945051,3125609.833022126,61.800000000000004
4564954.192599655,3163304.463299938,3125618.058637076,61.900000000000006
4564938.891653871,3163318.361578444,3125626.284245194,62.0
4564923.590657203,3163332.25978057,3125634.5098464796,62.1
4564908.289609652,3163346.157906315,3125642.7354409336,62.2
4564892.988511217,3163360.0559556787,3125650.9610285563,62.300000000000004
4564877.687361899,3163373.9539286615,3125659.1866093464,62.400000000000006
4564862.386161698,3163387.851825263,3125667.4121833043,62.5
4564847.084910614,3163401.7496454837,3125675.6377504305,62.6
4564831.78360865,3163415.647389321,3125683.863310724,62.7
4564816.482255804,3163429.5450567785,3125692.088864186,62.800000000000004
4564801.180852077,3163443.442647852,3125700.314410816,62.900000000000006
4564785.879397468,3163457.3401625436,3125708.539950613,63.0
4564770.577891979,3163471.237600852,3125716.765483578,63.1
4564755.27633561,3163485.1349627776,3125724.9910097113,63.2
4564739.974728363,3163499.0322483205,3125733.2165290117,63.300000000000004
4564724.673070235,3163512.9294574806,3125741.442041481,63.400000000000006
4564709.371361229,3163526.8265902563,3125749.6675471175,63.5
4564694.069601343,3163540.7236466478,3125757.8930459204,63.6
4564678.76779058,3163554.6206266554,3125766.1185378926,63.7
4564663.465928941,3163568.51753028,3125774.344023033,63.800000000000004
4564648.164016424,3163582.4143575197,3125782.5695013395,63.900000000000006
4564632.86205303,3163596.3111083754,3125790.794972815,64.0
4564617.560038758,3163610.2077828445,3125799.020437457,64.10000000000001
4564602.257973611,3163624.10438093,3125807.245895267,64.2
4564586.955857588,3163638.0009026295,3125815.4713462447,64.3
4564571.65369069,3163651.8973479434,3125823.6967903897,64.4
4564556.351472918,3163665.7937168726,3125831.922227703,64.5
4564541.0492042685,3163679.690009414,3125840.1476581837,64.60000000000001
4564525.746884747,3163693.5862255706,3125848.373081831,64.7
4564510.444514352,3163707.482365341,3125856.5984986466,64.8
4564495.142093082,3163721.378428724,3125864.8239086303,64.9
4564479.839620941,3163735.274415721,3125873.0493117804,65.0
4564464.537097926,3163749.17032633,3125881.274708098,65.10000000000001
4564449.23452404,3163763.0661605527,3125889.500097584,65.2
4564433.931899281,3163776.961918388,3125897.7254802366,65.3
4564418.629223651,3163790.8575998354,3125905.950856057,65.4
4564403.326497149,3163804.7532048943,3125914.1762250443,65.5
4564388.023719778,3163818.648733566,3125922.401587199,65.60000000000001
4564372.720891535,3163832.5441858484,3125930.6269425214,65.7
4564357.418012423,3163846.4395617424,3125938.8522910117,65.8
4564342.115082442,3163860.3348612487,3125947.077632668,65.9
4564326.81210159,3163874.230084365,3125955.3029674916,66.0
4564311.50906987,3163888.125231092,3125963.528295484,66.10000000000001
4564296.205987282,3163902.0203014296,3125971.753616642,66.2
4564280.902853827,3163915.9152953783,3125979.978930969,66.3
4564265.599669502,3163929.8102129367,3125988.204238461,66.4
4564250.296434312,3163943.705054105,3125996.4295391217,66.5
4564234.993148254,3163957.599818883,3126004.6548329494,66.60000000000001
4564219.68981133,3163971.4945072713,3126012.8801199445,66.7
4564204.38642354,3163985.389119268,3126021.105400106,66.8
4564189.082984884,3163999.283654874,3126029.330673436,66.9
4564173.779495363,3164013.1781140887,3126037.5559399314,67.0
4564158.475954977,3164027.072496912,3126045.781199595,67.10000000000001
4564143.172363726,3164040.9668033444,3126054.0064524254,67.2
4564127.868721612,3164054.8610333838,3126062.2316984227,67.3
4564112.565028633,3164068.7551870323,3126070.456937588,67.4
4564097.261284792,3164082.6492642877,3126078.682169919,67.5
4564081.957490087,3164096.5432651513,3126086.907395417,67.60000000000001
4564066.653644519,3164110.437189622,3126095.1326140827,67.7
4564051.34974809,3164124.3310376997,3126103.3578259153,67.8
4564036.0458007995,3164138.224809385,3126111.583030915,67.9
4564020.741802645,3164152.118504675,3126119.808229081,68.0
4564005.437753632,3164166.012123573,3126128.033420414,68.10000000000001
4563990.133653756,3164179.9056660775,3126136.258604914,68.2
4563974.829503023,3164193.7991321874,3126144.4837825815,68.3
4563959.5253014285,3164207.6925219037,3126152.7089534146,68.4
4563944.221048974,3164221.585835226,3126160.934117416,68.5
4563928.91674566,3164235.4790721517,3126169.1592745837,68.60000000000001
4563913.612391489,3164249.372232684,3126177.3844249174,68.7
4563898.307986459,3164263.265316821,3126185.6095684194,68.8
4563883.003530569,3164277.158324562,3126193.8347050874,68.9
4563867.699023825,3164291.051255909,3126202.0598349213,69.0
4563852.394466222,3164304.9441108597,3126210.284957923,69.10000000000001
4563837.089857762,3164318.8368894137,3126218.5100740916,69.2
4563821.785198445,3164332.729591572,3126226.7351834257,69.3
4563806.480488273,3164346.622217334,3126234.9602859267,69.4
4563791.175727246,3164360.5147666996,3126243.185381596,69.5
4563775.870915363,3164374.4072396685,3126251.4104704303,69.60000000000001
4563760.566052625,3164388.2996362397,3126259.6355524315,69.7
4563745.261139032,3164402.191956414,3126267.8606276,69.8
4563729.956174586,3164416.0842001913,3126276.085695934,69.9
4563714.6511592865,3164429.9763675705,3126284.3107574354,70.0
4563699.346093132,3164443.8684585514,3126292.5358121037,70.10000000000001
4563684.040976127,3164457.7604731354,3126300.760859938,70.2
4563668.735808267,3164471.65241132,3126308.9859009385,70.3
4563653.430589557,3164485.544273107,3126317.2109351046,70.4
4563638.125319994,3164499.4360584947,3126325.435962439,70.5
4563622.81999958,3164513.327767483,3126333.6609829394,70.60000000000001
4563607.514628314,3164527.2194000725,3126341.8859966057,70.7
4563592.209206197,3164541.1109562623,3126350.111003439,70.8
4563576.903733233,3164555.0024360535,3126358.336003439,70.9
4563561.5982094165,3164568.893839444,3126366.560996604,71.0
4563546.292634751,3164582.785166434,3126374.785982936,71.10000000000001
4563530.987009237,3164596.6764170243,3126383.0109624346,71.2
4563515.681332874,3164610.5675912146,3126391.2359350994,71.3
4563500.375605662,3164624.4586890033,3126399.4609009316,71.4
4563485.069827603,3164638.3497103914,3126407.6858599284,71.5
4563469.763998696,3164652.2406553784,3126415.910812092,71.60000000000001
4563454.458118943,3164666.1315239645,3126424.1357574225,71.7
4563439.152188342,3164680.0223161485,3126432.360695919,71.8
4563423.846206895,3164693.913031931,3126440.5856275805,71.9
4563408.5401746025,3164707.8036713116,3126448.81055241,72.0
4563393.234091463,3164721.6942342888,3126457.035470405,72.10000000000001
4563377.92795748,3164735.584720864,3126465.2603815654,72.2
4563362.621772652,3164749.4751310376,3126473.485285893,72.3
4563347.315536978,3164763.365464807,3126481.7101833858,72.4
4563332.009250462,3164777.2557221754,3126489.935074046,72.5
4563316.702913101,3164791.145903139,3126498.159957871,72.60000000000001
4563301.396524898,3164805.0360076986,3126506.3848348623,72.7
4563286.090085851,3164818.9260358554,3126514.6097050197,72.8
4563270.783595961,3164832.815987608,3126522.8345683445,72.9
4563255.477055229,3164846.7058629557,3126531.059424833,73.0
4563240.170463656,3164860.595661899,3126539.2842744896,73.10000000000001
4563224.863821242,3164874.4853844387,3126547.5091173113,73.2
4563209.557127987,3164888.375030573,3126555.7339532985,73.3
4563194.25038389,3164902.264600302,3126563.9587824526,73.4
4563178.943588955,3164916.154093627,3126572.1836047727,73.5
4563163.636743179,3164930.0435105455,3126580.4084202573,73.60000000000001
4563148.329846563,3164943.932851058,3126588.6332289088,73.7
4563133.022899109,3164957.8221151647,3126596.8580307257,73.8
4563117.715900817,3164971.711302866,3126605.082825709,73.9
4563102.408851685,3164985.60041416,3126613.307613858,74.0
4563087.101751716,3164999.489449048,3126621.5323951733,74.10000000000001
4563071.794600909,3165013.378407529,3126629.7571696537,74.2
4563056.487399266,3165027.267289604,3126637.9819373,74.3
4563041.180146785,3165041.156095271,3126646.2066981117,74.4
4563025.8728434695,3165055.0448245304,3126654.4314520895,74.5
4563010.565489316,3165068.933477382,3126662.6561992336,74.60000000000001
4562995.258084329,3165082.8220538264,3126670.8809395423,74.7
4562979.950628505,3165096.7105538617,3126679.1056730174,74.8
4562964.643121847,3165110.59897749,3126687.3303996585,74.9
4562949.335564354,3165124.4873247086,3126695.555119464,75.0
4562934.0279560285,3165138.375595519,3126703.7798324367,75.10000000000001
4562918.720296869,3165152.263789921,3126712.0045385747,75.2
4562903.412586875,3165166.1519079125,3126720.2292378773,75.3
4562888.10482605,3165180.0399494953,3126728.4539303463,75.4
4562872.797014391,3165193.927914668,3126736.678615981,75.5
4562857.489151902,3165207.8158034324,3126744.9032947803,75.60000000000001
4562842.181238579,3165221.703615785,3126753.127966746,75.7
4562826.873274425,3165235.5913517284,3126761.3526318767,75.8
4562811.565259441,3165249.479011261,3126769.577290173,75.9
4562796.257193626,3165263.366594383,3126777.801941635,76.0
4562780.94907698,3165277.254101093,3126786.026586263,76.10000000000001
4562765.640909507,3165291.141531394,3126794.2512240554,76.2
4562750.332691201,3165305.0288852816,3126802.4758550134,76.3
4562735.024422069,3165318.9161627586,3126810.700479137,76.4
4562719.716102107,3165332.803363824,3126818.925096426,76.5
4562704.407731318,3165346.6904884777,3126827.1497068806,76.60000000000001
4562689.0993097,3165360.577536718,3126835.3743105,76.7
4562673.790837255,3165374.4645085465,3126843.598907285,76.80000000000001
4562658.482313983,3165388.3514039624,3126851.823497236,76.9
4562643.173739884,3165402.2382229655,3126860.0480803507,77.0
4562627.865114959,3165416.124965556,3126868.272656632,77.10000000000001
4562612.556439208,3165430.011631732,3126876.4972260785,77.2
4562597.247712632,3165443.8982214956,3126884.7217886895,77.30000000000001
4562581.9389352305,3165457.7847348447,3126892.9463444664,77.4
4562566.630107004,3165471.6711717797,3126901.1708934084,77.5
4562551.321227954,3165485.5575323016,3126909.3954355153,77.60000000000001
4562536.012298078,3165499.443816408,3126917.619970788,77.7
4562520.7033173805,3165513.3300241,3126925.8444992243,77.80000000000001
4562505.39428586,3165527.216155378,3126934.069020827,77.9
4562490.085203516,3165541.102210241,3126942.293535595,78.0
4562474.77607035,3165554.9881886877,3126950.518043528,78.10000000000001
4562459.466886361,3165568.874090719,3126958.742544625,78.2
4562444.157651551,3165582.759916335,3126966.967038888,78.30000000000001
4562428.84836592,3165596.6456655357,3126975.191526315,78.4
4562413.539029468,3165610.531338319,3126983.4160069083,78.5
4562398.229642194,3165624.4169346862,3126991.6404806664,78.60000000000001
4562382.920204104,3165638.302454639,3126999.864947589,78.7
4562367.61071519,3165652.1878981725,3127008.0894076764,78.80000000000001
4562352.301175458,3165666.0732652894,3127016.3138609296,78.9
4562336.991584909,3165679.958555991,3127024.538307348,79.0
4562321.681943539,3165693.843770273,3127032.7627469297,79.10000000000001
4562306.372251352,3165707.7289081383,3127040.987179678,79.2
4562291.0625083465,3165721.6139695854,3127049.2116055894,79.30000000000001
4562275.752714524,3165735.4989546146,3127057.436024667,79.4
4562260.442869885,3165749.383863225,3127065.660436909,79.5
4562245.132974429,3165763.2686954183,3127073.8848423157,79.60000000000001
4562229.823028157,3165777.1534511913,3127082.109240888,79.7
4562214.513031068,3165791.038130546,3127090.3336326242,79.80000000000001
4562199.202983165,3165804.922733482,3127098.558017525,79.9
4562183.892884447,3165818.807259998,3127106.782395591,80.0
4562168.5827349145,3165832.691710095,3127115.006766822,80.10000000000001
4562153.272534567,3165846.576083772,3127123.2311312174,80.2
4562137.9622834055,3165860.4603810287,3127131.4554887777,80.30000000000001
4562122.65198143,3165874.344601865,3127139.679839502,80.4
4562107.341628642,3165888.228746281,3127147.9041833915,80.5
4562092.0312250415,3165902.1128142765,3127156.128520446,80.60000000000001
4562076.720770628,3165915.9968058504,3127164.3528506635,80.7
4562061.410265404,3165929.880721004,3127172.5771740475,80.80000000000001
4562046.099709366,3165943.7645597355,3127180.801490595,80.9
4562030.78910252,3165957.6483220467,3127189.0258003077,81.0
4562015.478444861,3165971.5320079355,3127197.250103185,81.10000000000001
4562000.167736391,3165985.4156174017,3127205.474399226,81.2
4561984.8569771135,3165999.299150447,3127213.6986884326,81.30000000000001
4561969.546167024,3166013.1826070696,3127221.922970803,81.4
4561954.235306126,3166027.0659872685,3127230.147246338,81.5
4561938.924394419,3166040.9492910453,3127238.3715150375,81.60000000000001
4561923.6134319035,3166054.832518399,3127246.595776901,81.7
4561908.30241858,3166068.715669329,3127254.8200319293,81.80000000000001
4561892.99135445,3166082.598743837,3127263.044280122,81.9
4561877.680239512,3166096.481741919,3127271.2685214793,82.0
4561862.369073765,3166110.364663578,3127279.492756001,82.10000000000001
4561847.0578572145,3166124.247508814,3127287.7169836867,82.2
4561831.746589855,3166138.130277624,3127295.9412045362,82.30000000000001
4561816.4352716915,3166152.0129700107,3127304.16541855,82.4
4561801.123902722,3166165.895585972,3127312.3896257295,82.5
4561785.812482948,3166179.778125508,3127320.613826073,82.60000000000001
4561770.50101237,3166193.6605886198,3127328.8380195796,82.7
4561755.189490986,3166207.542975305,3127337.062206251,82.80000000000001
4561739.877918799,3166221.425285565,3127345.286386087,82.9
4561724.566295808,3166235.3075193986,3127353.510559086,83.0
4561709.254622015,3166249.1896768073,3127361.7347252513,83.10000000000001
4561693.9428974185,3166263.071757789,3127369.958884579,83.2
4561678.63112202,3166276.9537623436,3127378.1830370706,83.30000000000001
4561663.31929582,3166290.8356904723,3127386.407182728,83.4
4561648.007418818,3166304.717542174,3127394.6313215485,83.5
4561632.695491015,3166318.5993174477,3127402.8554535327,83.60000000000001
4561617.383512411,3166332.4810162946,3127411.0795786823,83.7
4561602.071483007,3166346.362638714,3127419.303696995,83.80000000000001
4561586.759402802,3166360.244184705,3127427.5278084716,83.9
4561571.447271799,3166374.125654268,3127435.7519131126,84.0
4561556.135089996,3166388.007047404,3127443.976010917,84.10000000000001
4561540.822857395,3166401.888364111,3127452.2001018864,84.2
4561525.510573994,3166415.7696043886,3127460.424186019,84.30000000000001
4561510.198239796,3166429.650768237,3127468.6482633157,84.4
4561494.8858548,3166443.531855658,3127476.8723337767,84.5
4561479.573419007,3166457.4128666483,3127485.096397401,84.60000000000001
4561464.260932417,3166471.2938012085,3127493.320454189,84.7
4561448.948395031,3166485.17465934,3127501.5445041424,84.80000000000001
4561433.635806848,3166499.055441042,3127509.7685472583,84.9
4561418.323167869,3166512.936146312,3127517.992583538,85.0
4561403.010478095,3166526.816775153,3127526.2166129826,85.10000000000001
4561387.697737526,3166540.697327563,3127534.4406355903,85.2
4561372.384946164,3166554.577803542,3127542.6646513613,85.30000000000001
4561357.072104006,3166568.45820309,3127550.888660297,85.4
4561341.759211054,3166582.338526206,3127559.112662396,85.5
4561326.44626731,3166596.2187728914,3127567.3366576578,85.60000000000001
4561311.133272772,3166610.098943145,3127575.5606460846,85.7
4561295.82022744,3166623.979036966,3127583.784627675,85.80000000000001
4561280.507131319,3166637.859054355,3127592.008602428,85.9
4561265.193984404,3166651.738995312,3127600.232570346,86.0
4561249.880786698,3166665.618859836,3127608.4565314273,86.10000000000001
4561234.567538201,3166679.4986479273,3127616.680485672,86.2
4561219.254238914,3166693.378359586,3127624.90443308,86.30000000000001
4561203.940888835,3166707.257994811,3127633.1283736513,86.4
4561188.627487967,3166721.1375536025,3127641.3523073867,86.5
4561173.31403631,3166735.01703596,3127649.576234286,86.60000000000001
4561158.000533863,3166748.896441885,3127657.800154348,86.7
4561142.6869806275,3166762.7757713743,3127666.0240675746,86.80000000000001
4561127.373376603,3166776.65502443,3127674.2479739636,86.9
4561112.059721792,3166790.5342010516,3127682.471873517,87.0
4561096.746016193,3166804.413301238,3127690.6957662334,87.10000000000001
4561081.432259806,3166818.292324989,3127698.9196521137,87.2
4561066.118452633,3166832.1712723044,3127707.1435311562,87.30000000000001
4561050.804594673,3166846.0501431855,3127715.3674033633,87.4
4561035.490685926,3166859.9289376303,3127723.591268733,87.5
4561020.176726394,3166873.807655639,3127731.8151272666,87.60000000000001
4561004.862716077,3166887.6862972123,3127740.0389789636,87.7
4560989.548654976,3166901.5648623495,3127748.262823824,87.80000000000001
4560974.234543089,3166915.4433510494,3127756.4866618467,87.9
4560958.920380418,3166929.321763313,3127764.7104930338,88.0
4560943.606166964,3166943.2000991395,3127772.9343173834,88.10000000000001
4560928.2919027265,3166957.0783585287,3127781.1581348963,88.2
4560912.977587706,3166970.9565414814,3127789.3819455733,88.30000000000001
4560897.663221902,3166984.834647996,3127797.6057494124,88.4
4560882.348805317,3166998.712678072,3127805.8295464152,88.5
4560867.034337949,3167012.5906317104,3127814.0533365817,88.60000000000001
4560851.719819801,3167026.468508912,3127822.2771199103,88.7
4560836.405250872,3167040.3463096735,3127830.5008964026,88.80000000000001
4560821.090631161,3167054.2240339965,3127838.7246660586,88.9
4560805.77596067,3167068.101681881,3127846.9484288767,89.0
4560790.461239399,3167081.9792533256,3127855.172184858,89.10000000000001
4560775.1464673495,3167095.8567483323,3127863.3959340034,89.2
4560759.831644521,3167109.7341668988,3127871.6196763106,89.30000000000001
4560744.516770913,3167123.6115090256,3127879.8434117828,89.4
4560729.201846527,3167137.4887747127,3127888.0671404162,89.5
4560713.886871361,3167151.365963958,3127896.2908622124,89.60000000000001
4560698.57184542,3167165.2430767645,3127904.5145771727,89.7
4560683.256768702,3167179.12011313,3127912.7382852957,89.80000000000001
4560667.941641206,3167192.997073055,3127920.961986581,89.9
4560652.626462934,3167206.873956538,3127929.1856810297,90.0
4560637.311233886,3167220.75076358,3127937.4093686417,90.10000000000001
4560621.995954062,3167234.6274941806,3127945.6330494154,90.2
4560606.680623462,3167248.50414834,3127953.856723353,90.30000000000001
4560591.365242089,3167262.3807260576,3127962.080390453,90.4
4560576.04980994,3167276.2572273323,3127970.304050716,90.5
4560560.734327018,3167290.133652165,3127978.527704142,90.60000000000001
4560545.4187933225,3167304.0100005553,3127986.75135073,90.7
4560530.103208852,3167317.8862725007,3127994.9749904815,90.80000000000001
4560514.787573611,3167331.7624680065,3128003.1986233965,90.9
4560499.471887597,3167345.638587068,3128011.422249473,91.0
4560484.156150809,3167359.514629685,3128019.645868712,91.10000000000001
4560468.84036325,3167373.3905958585,3128027.869481115,91.2
